content,cleaned_content,reviewId,userName,userImage,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,app_name
fast and relayable,fast and relayable,0664181e-c4a2-4f3a-91b5-cef5ba02bc61,Chime Emmanuel,https://play-lh.googleusercontent.com/a/ACg8ocL5kl591DvOizZFtqu1o0SVCejxDMpBPGGvrmvvFUUQ4ntouQ=mo,5,0,7.2.1,26/02/2026 17:52,"Dear Chime, Thank you for your amazing review. We’re delighted to know that the PalmPay app meets your expectations. Should you require any assistance, please do not hesitate to contact us at 02018886888 or via the in-app chat. Kind regards, Ochanya",26/02/2026 22:10,7.2.1,palmpay
no need to write a review palm pay it a scam app the took my money when am not owing them anymoney,no need to write a review palm pay it a scam app the took my money when am not owing them anymoney,16b8c1d7-0083-4046-847d-826e7498b38c,Favour Izuwa,https://play-lh.googleusercontent.com/a/ACg8ocLuylp_ftlr3lOJHyKFDVBQgYf-1n354vdQ54KOz6834r51_A=mo,1,0,5.1.2,26/02/2026 17:34,"Hello, Favour , we are sorry about the experience. Flexi is a third-party service on the PalmPay app. You can reach out to them via any- Instagram: https://www.instagram.com/flexiofficialng X: u canhttps://x.com/flexi_ng Facebook: https://www.facebook.com/flexiofficialng Helpline: 02018870808 for further assistance. Thank you, Ochanya.",27/02/2026 17:17,5.1.2,palmpay
heart less people God will not bless you,heart less people god will not bless you,a29c8134-d628-4c8a-9111-f7234d8f1dc3,Godson Ebuka,https://play-lh.googleusercontent.com/a/ACg8ocKgkbhpnE4bXP5viRuR0Ey6noQ9S_vdT_iBZn8KfGsIzCbCzA=mo,1,0,7.2.1,26/02/2026 17:00,Hi Godson . We regret to note your experience. We would like to know what has triggered your review. Please write to us at support@palmpay.com or call 02018886888 to enable us to assist you. Thank you ~ Ochanya,27/02/2026 17:23,7.2.1,palmpay
I need a loan please,i need a loan please,13ef3576-e2cd-4ff4-8657-1d9bd3d8bbfc,Amaechi Kingsley,https://play-lh.googleusercontent.com/a/ACg8ocKVk1woScF7SjiZxoIh4chtrDEf0tEUABn-d1sXPHK0P2s7RA=mo,5,0,7.0.1,26/02/2026 15:54,"Hello Amaechi , we are sorry about the experience. Flexi is a third-party service on the PalmPay app. You can reach out to them via any- Instagram: https://www.instagram.com/flexiofficialng X: u canhttps://x.com/flexi_ng Facebook: https://www.facebook.com/flexiofficialng Helpline: 02018870808 for further assistance. Thank you, Ochanya.",26/02/2026 22:53,7.0.1,palmpay
first and reallbo,first and realiable,5ec36f47-7db0-434c-a755-d4631c7a6fd6,Moses Isaac,https://play-lh.googleusercontent.com/a/ACg8ocKyAPwXcGYrblOMUpSi21FkMB-RqjWr3PTJPAIJajw491SVFQ=mo,5,1,,26/02/2026 15:32,"Dear Moses , Thank you for your amazing review. We’re delighted to know that the PalmPay app meets your expectations. Should you require any assistance, please do not hesitate to contact us at 02018886888 or via the in-app chat. Kind regards, Ochanya",26/02/2026 22:55,,palmpay
"palmpay is bad beware of 419, they remove my money please be warn","palmpay is bad beware of 419, they remove my money please be warn",24cd655f-faf6-4a2a-9a77-ee176f9aa67d,Aliyu Idris,https://play-lh.googleusercontent.com/a/ACg8ocIcbDt_747728tjUnFCiIxaDX0OCRGwb8Nrt5hlGZgAVQWU8Q=mo,1,1,7.2.1,26/02/2026 15:26,Hi Aliyu Idris . We regret to note your experience. We would like to know what has triggered your review. Please write to us at support@palmpay.com or call 02018886888 to enable us to assist you. Thank you ~ Ochanya,27/02/2026 17:27,7.2.1,palmpay
Palmpay is really smart way to banking,palmpay is really smart way to banking,d33f6b6b-b1d6-43af-8041-e0c5bd0f80a0,Oluchi Ekeh,https://play-lh.googleusercontent.com/a/ACg8ocJi9BdaxYxuDhKE8olxYBTwq0n9Crn0MXT877fDQ9X8N0ciSw=mo,4,1,,26/02/2026 15:24,"Hello Oluchi Ekeh ,
Thank you for downloading the PalmPay app!
We’d love to hear your thoughts. Please feel free to call us on 02018886888 or send an email to support@palmpay.com with any suggestions on how we can serve you better.
Best regards, Ochanya.",26/02/2026 22:59,,palmpay
palmpay is the best app ever,palmpay is the best app ever,96851cf8-264a-4224-b8f5-6a579e79de03,adeleye bashiru,https://play-lh.googleusercontent.com/a-/ALV-UjU_pYkjGJvy7oZ0kSZ3o7EggeBkQapMlIfRsFdBg-xvNtXwzXEi,5,1,7.2.1,26/02/2026 15:08,"Hello Adeleye ,
Thank you for your kind review — it truly encourages us!
If you have any questions or suggestions, please don’t hesitate to reach out at support@palmpay.com or call 02018886888.
Warm regards, Ochanya",26/02/2026 23:03,7.2.1,palmpay
The USSD system is lagging very much and even though it doesn't work you still get debited for nothing,the ussd system is lagging very much and even though it doesn't work you still get debited for nothing,8ae3786b-efa9-4de6-8a84-b848375f16af,Praise Dumere,https://play-lh.googleusercontent.com/a-/ALV-UjX7hBTgLCBFVJTgW9UNYhB2oPxN-CxXE76Urm5ZHO8_qMeuZ48,1,1,7.0.0,26/02/2026 14:48,Hi Praise! We apologize for the inconvenience. Please shoot us a message at support@palmpay.com with relevant details or call our support line at 02018886888 to enable us to assist you further. Thanks ~ Ochanya.,27/02/2026 17:29,7.0.0,palmpay
palm pay faster than opay 100%,palm pay faster than opay 100,4c23d6b4-74b3-4930-a08f-edc7cfaa4c95,Ademola Sunkanmi Ebenezer,https://play-lh.googleusercontent.com/a/ACg8ocI6S_oKP2YhyffTPTw7JqiBzckeQ4WXtf7CUEXDJ179Soy9FQ=mo,5,1,7.2.1,26/02/2026 14:30,"Thank you for choosing PalmPay, Ademola !
We’re glad to have you on board.
If you have any suggestions or concerns, feel free to contact us at support@palmpay.com or call 02018886888.
Best regards,
Ochanya",26/02/2026 23:05,7.2.1,palmpay
I love this bank,i love this bank,763c5ee5-89fa-445a-83b4-ab6d26009821,Ayoade Bose,https://play-lh.googleusercontent.com/a/ACg8ocJbUMIvX3HgVD-3uNRKlNeRP9vSSTE9nk0qB80ubExONWm7Iw=mo,5,1,6.12.0,26/02/2026 14:09,"Hello Ayoade ,
Thank you for downloading the PalmPay app!
We’d love to hear your thoughts. Please feel free to call us on 02018886888 or send an email to support@palmpay.com with any suggestions on how we can serve you better.
Best regards, Ochanya.",27/02/2026 8:03,6.12.0,palmpay
I am very happy to have palmpay as my own personal account I'm very interested,i am very happy to have palmpay as my own personal account i'm very interested,7a91e609-7cca-43c3-a314-43f843b4c143,Vokkana Nntarri,https://play-lh.googleusercontent.com/a/ACg8ocLkfQ6clhAt0o5sw1UAVz_UUJwcR4BtWkho7s2amUjlzWtFmg=mo,5,1,7.1.1,26/02/2026 13:55,"Hi Vokkana, thank you so much for your review — your feedback means a lot to us! If you have any concerns or suggestions, feel free to reach out via support@palmpay.com or call us on 02018886888. Warm regards, Ochanya",27/02/2026 8:09,7.1.1,palmpay
i see good reviews here but in my own case I don't know y it's different palmpay are bunch of bastards I should have followed my instincts and not register you don't deserve a star from me just did it so my message can go through and my voice heard even ur customer service is scam I keep getting ignored and I know it's all an intentional act,i see good reviews here but in my own case i don't know y it's different palmpay are bunch of bastards i should have followed my instincts and not register you don't deserve a star from me just did it so my message can go through and my voice heard even ur customer service is scam i keep getting ignored and i know it's all an intentional act,fe6d9fd6-f027-42ba-b630-8dce1c72b618,Victor Omeje,https://play-lh.googleusercontent.com/a-/ALV-UjXYHGlFbsQnv4byql6k8e1vJK33jq0ib6ycz3ifl3Mvy1bo34TP,1,1,,26/02/2026 13:46,Hi Victor ! We apologize for the inconvenience. Please shoot us a message at support@palmpay.com with relevant details or call our support line at 02018886888 to enable us to assist you further. Thanks ~ Ochanya.,27/02/2026 17:33,,palmpay
am bagging you people please don't use Palmpay again I just put 10000& on my Palmpay and want I go back again tomorrow did you people no what happened I can find my money completely again the remove 4k in my money 🤑 I don't no how my money disappear am not lying I swear please don't use Palmpay again before you go cry 😭,am bagging you people please don't use palmpay again i just put 10000 on my palmpay and want i go back again tomorrow did you people no what happened i can find my money completely again the remove 4k in my money i don't no how my money disappear am not lying i swear please don't use palmpay again before you go cry,fcaf587d-59e8-460b-9b68-5fc5ef9d4c75,Title Mara Mfon,https://play-lh.googleusercontent.com/a/ACg8ocKKAIAQnF7fIfA7HtqDi88F-7b5zz2wACOhG7aZXybcno_QPw=mo,2,1,,26/02/2026 13:41,Hi Title Mara ! We apologize for the inconvenience. Please shoot us a message at support@palmpay.com with relevant details or call our support line at 02018886888 to enable us to assist you further. Thanks ~ Ochanya.,27/02/2026 17:36,,palmpay
"Easy transfer,fast and reliable","easy transfer,fast and reliable",aa6db639-e19e-421a-ad16-9f96f6ae5718,Atetan Shamfena,https://play-lh.googleusercontent.com/a-/ALV-UjWsH3POGy0yja2Yd7H3NOGM4YpqX1TwH2bTAaX_3h7Jv3XYm0I,4,1,7.0.0,26/02/2026 13:30,"Thank you for choosing PalmPay, Atetan !
We’re glad to have you on board.
If you have any suggestions or concerns, feel free to contact us at support@palmpay.com or call 02018886888.
Best regards,
Ochanya",27/02/2026 8:21,7.0.0,palmpay
tasted & Trusted,tasted trusted,7d1a6d67-f071-46b4-9692-c5eb4c651812,Oladoja Theophilus Tolani,https://play-lh.googleusercontent.com/a-/ALV-UjX3fu7lvDGji7EvtbyZzeX_e4g0tZAJYLJwnyFI7msLhbc9QM8,3,1,7.2.1,26/02/2026 12:26,"Thank you so much for choosing PalmPay, Oladoja ! We will love to earn your 5-star rating! Do not hesitate to contact support@palmpay.com or call 02018886888 if you have any suggestions or concerns. ~ Ochanya.",27/02/2026 17:42,7.2.1,palmpay
is good to have it,is good to have it,e5290491-b140-4cc4-9d7b-4877154c9367,Yahaya Muhammad,https://play-lh.googleusercontent.com/a/ACg8ocK2YHiVcrOWTF0opqh5-xmUqWrsmzyiLMVuO0vzswQCTqnTLA=mo,5,1,,26/02/2026 11:20,,,,palmpay
"palmpay is the worst bank ever, the interest on loan is too much,how do you expect your customers to pay back the loan when the interest is already more than the loan","palmpay is the worst bank ever, the interest on loan is too much,how do you expect your customers to pay back the loan when the interest is already more than the loan",c9f91eae-38d1-4651-8577-73329416028b,AJIDE AYOMIDE,https://play-lh.googleusercontent.com/a/ACg8ocIIa8VtV4qAb6Tu_xRt7je-6ilq5ET2K5pfFt5-GRwi4wH9xg=mo,1,0,6.9.0,26/02/2026 10:49,"Hello AJIDE, we are sorry about the experience. Flexi is a third-party service on the PalmPay app. You can reach out to them via any- Instagram: https://www.instagram.com/flexiofficialng X: u canhttps://x.com/flexi_ng Facebook: https://www.facebook.com/flexiofficialng Helpline: 02018870808 for further assistance. Thank you, Ochanya.",27/02/2026 17:44,6.9.0,palmpay
sweet,sweet,0d742ca5-4a11-4373-b38c-a145a37cf123,Ammar Saad Aliyu,https://play-lh.googleusercontent.com/a-/ALV-UjW6pg_Z_tfE2hOQ1Xs4JD45bxtlnEwfZIUXw9WE1l4SO0b0d00h,2,1,6.20.0,26/02/2026 10:44,"Amazing review, Ammar ! We are glad that the PalmPay app meets your expectations. Please let us get a 5 star from you. Should you need to reach us, please call 02018886888 or chat with us in-app. Thank you ~Ochanya.",27/02/2026 17:47,6.20.0,palmpay
is a nice app,is a nice app,69613ca6-359c-406c-a9cf-ca064b8153fa,Stephen Chankur,https://play-lh.googleusercontent.com/a/ACg8ocKhaAWvGxRAoC6eE3DRV9ZEGwmqAd474Iwng_w-T76-_b7PIQ=mo,5,0,7.1.1,26/02/2026 10:25,,,7.1.1,palmpay
your interest is low and I doubt if the system is well protected from fraud,your interest is low and i doubt if the system is well protected from fraud,3dfac926-4754-4e40-a71c-8f111f14b37a,mercy gideon johnson,https://play-lh.googleusercontent.com/a-/ALV-UjXDMQR9FIW8tG2WLo0g3KM_1Knu2wmcgeU-0PvCp889aci8N88,3,0,7.2.1,26/02/2026 9:54,Hi mercy ! We apologize for the inconvenience. Please shoot us a message at support@palmpay.com with relevant details or call our support line at 02018886888 to enable us to assist you further. Thanks ~ Ochanya.,27/02/2026 13:03,7.2.1,palmpay
You are doing well. keep it up,you are doing well. keep it up,0c5cf033-092f-4062-9b7d-f49dfbf16321,Enitan Ogunleye,https://play-lh.googleusercontent.com/a/ACg8ocIOmdTLr_-3zCHLnLa3nssNWcwprvzMTY2SYNS0fP7NPpgALw=mo,5,0,7.1.1,26/02/2026 9:53,,,7.1.1,palmpay
best mobile banking app,best mobile banking app,c1fcf470-2d8d-448d-ac1c-0942e72139a7,Design Hut,https://play-lh.googleusercontent.com/a/ACg8ocIZY2PSP4HR9ZeC8z2DEODsMvOCb_u9Tl5VWKalTUr_x5eV4Q=mo,5,0,7.0.0,26/02/2026 9:39,,,7.0.0,palmpay
Really I'm very happy to using this application,really i'm very happy to using this application,d4cc4255-a929-4461-a90a-864ca829772f,Aminu Ahmad,https://play-lh.googleusercontent.com/a/ACg8ocLoTWzhPG5YNVNLByNzZPTDj6w4xGtKmwKLcCGPliVnt8TJR_M=mo,5,0,7.0.0,26/02/2026 9:16,,,7.0.0,palmpay
"I truly dislike your services,I sent an email to you guys since yesterday and still hasn't got any reply abi is it till something spoil you people will reply? very slow service","i truly dislike your services,i sent an email to you guys since yesterday and still hasn't got any reply abi is it till something spoil you people will reply? very slow service",e8a4dd5b-979a-4392-955d-acd94fa3e0e7,Chisom Amaechi,https://play-lh.googleusercontent.com/a/ACg8ocLMDtfIwmtWAED8S3nyeu3i8_QPat8-cSGHdaxNmU1QaeUueA=mo,1,0,7.2.1,26/02/2026 9:10,Hi Chisom ! We apologize for the inconvenience. Please shoot us a message at support@palmpay.com with relevant details or call our support line at 02018886888 to enable us to assist you further. Thanks ~ Ochanya.,27/02/2026 12:59,7.2.1,palmpay
Why is my facial verification not working?,why is my facial verification not working?,19dd3fba-7d1f-41be-8cf9-1c38e15255c2,Kelechukwu Daniel,https://play-lh.googleusercontent.com/a/ACg8ocJuoZdaG50h0McLgp5f4wKHiiDBeq4hDql9yrKUDYybpNJDxA=mo,2,0,,26/02/2026 9:01,"Hi Daniel,
We’re sorry you’re experiencing this. Please ensure you’re in a well-lit area, your face is clearly visible, and your camera lens is clean. Also confirm the app is updated and camera permissions are enabled.
If it still doesn’t work, kindly send us a DM with your device model and app version so we can assist further.",27/02/2026 11:00,,palmpay
I don't think I can stop using this app. I'm enjoying it's features and all the good stuffs it provides. Keep it up Palmpay Team,i don't think i can stop using this app. i'm enjoying it's features and all the good stuffs it provides. keep it up palmpay team,0a998303-1582-4b31-8b2d-b97639acd7d1,Ajoloko Olumuyiwa Festus,https://play-lh.googleusercontent.com/a-/ALV-UjU6n_8daiv68wCInHJ6Asio67iwKLpHo62laA1SwYe7_zvP9-O5,5,0,7.2.1,26/02/2026 8:56,,,7.2.1,palmpay
really i miss back with investment banking palm pay because nothing like multiple accounting software platform 🌝💫,really i miss back with investment banking palm pay because nothing like multiple accounting software platform,a0251556-8988-4824-96b0-abcc73d6b2f8,Bella Ever,https://play-lh.googleusercontent.com/a/ACg8ocLtr5rZ9EEHtXO4QGa1yoy99fOczfifvJlTvcrVRN1WjjxOjA=mo,5,0,7.0.1,26/02/2026 8:49,,,7.0.1,palmpay
very fast ⏩,very fast,a4e97ac7-b10c-4687-a109-d2d7c231c676,Ifeanyi Alumona,https://play-lh.googleusercontent.com/a-/ALV-UjXgk4rVLIB4xC-Yx5HIyouFDlQQXoXLnGqIsz2OEGWry4PvAXY,5,0,,26/02/2026 8:33,,,,palmpay
palmpay get level ajeh,palmpay get level ajeh,155fa0ce-8b55-44bb-83f6-2e4880996767,Charlotte,https://play-lh.googleusercontent.com/a-/ALV-UjUpcgCsuH7xnMAMCdoZH9TjOfa6AmraYyIz6VYTiIGVqEu9pCo,5,0,,26/02/2026 7:47,"Hello Charlotte ,
Thank you for downloading the PalmPay app!
We’d love to hear your thoughts. Please feel free to call us on 02018886888 or send an email to support@palmpay.com with any suggestions on how we can serve you better.
Best regards, Ochanya.",26/02/2026 8:03,,palmpay
not bed,not bed,6bf05eec-206d-4b8b-b419-4da7161c4cee,Yahuza Musa,https://play-lh.googleusercontent.com/a-/ALV-UjWKyJL6wICxZ9hENO_N3BcKgH_9uCNkM0JfVorpldC3qWsbbk0,5,0,7.2.1,26/02/2026 7:30,"Hi Yahuza, thank you so much for your review — your feedback means a lot to us! If you have any concerns or suggestions, feel free to reach out via support@palmpay.com or call us on 02018886888. Warm regards, Ochanya",26/02/2026 8:09,7.2.1,palmpay
Nice vibes,nice vibes,af5a657f-4bed-4a0e-b55f-898ae423c2ff,Nathan Azauka,https://play-lh.googleusercontent.com/a/ACg8ocLXMNqxLx_XJaF9MaBxnZx3cf_R_dKjQYmpfaGdI4HoOtfWlA=mo,5,0,7.1.0,26/02/2026 7:01,"Hi Nathan Azauka, thank you so much for your review — your feedback means a lot to us! If you have any concerns or suggestions, feel free to reach out via support@palmpay.com or call us on 02018886888. Warm regards, Ochanya",24/10/2025 11:13,7.1.0,palmpay
This is lovely,this is lovely,7d414993-00d4-451b-aced-1398d267c4c7,Joel Oses,https://play-lh.googleusercontent.com/a/ACg8ocJd3idfjuOLiTJpshOkLP5RRkI4aU2Kbl4MIC3ChJ8tLpyK_g=mo,5,0,7.2.1,26/02/2026 6:55,"Dear Joel Oses, Thank you for your amazing review. We’re delighted to know that the PalmPay app meets your expectations. Should you require any assistance, please do not hesitate to contact us at 02018886888 or via the in-app chat. Kind regards, Ochanya",26/02/2026 8:13,7.2.1,palmpay
fastest and reliable,fastest and reliable,9131c1f5-538f-48b4-98b3-3a3f035c77eb,Ani Anthony,https://play-lh.googleusercontent.com/a/ACg8ocIKkeMlBrKiJpqH8IcYgl2uyW5h_yUoJ39DmChQQEirNkpvHw=mo,5,0,7.2.1,26/02/2026 6:23,"Thank you for choosing PalmPay, Ani Anthony !
We’re glad to have you on board.
If you have any suggestions or concerns, feel free to contact us at support@palmpay.com or call 02018886888.
Best regards,
Ochanya",26/02/2026 8:22,7.2.1,palmpay
This is one of the best micro finance bank I have ever use,this is one of the best micro finance bank i have ever use,cc0bda3e-d4ba-442d-927c-a6c50e8f28c9,Uzaifa Adam,https://play-lh.googleusercontent.com/a/ACg8ocKSuFkG9hzf78brRvmgw86nFZ3zXEvWjn5IdOFAiCjKYzOU0g=mo,5,0,7.2.1,26/02/2026 5:31,"Hello Uzaifa ,
Thank you for your kind review — it truly encourages us!
If you have any questions or suggestions, please don’t hesitate to reach out at support@palmpay.com or call 02018886888.
Warm regards, Ochanya",26/02/2026 19:20,7.2.1,palmpay
I love this,i love this,ea23b153-076c-4f5e-81de-59af0911e9d1,Be an,https://play-lh.googleusercontent.com/a-/ALV-UjXSKWbrGOBb0v6uwzUud0yiiDs_F-pENTNRSNL1AEeGQydRPMY,5,0,,26/02/2026 3:37,"Hello Be an ,
Thank you for your kind review — it truly encourages us!
If you have any questions or suggestions, please don’t hesitate to reach out at support@palmpay.com or call 02018886888.
Warm regards, Ochanya",26/02/2026 19:24,,palmpay
past and Speedy,past and speedy,1baaef15-b78e-4ff2-80fc-9720e80d552d,Kabir Shehu,https://play-lh.googleusercontent.com/a-/ALV-UjW-j7Jg-ZncyjsXr_yqUsQXUOcyaUh9eb7E-HTiz3ryf3DhDdre,5,0,,26/02/2026 3:36,"Dear Kabir , Thank you for your amazing review. We’re delighted to know that the PalmPay app meets your expectations. Should you require any assistance, please do not hesitate to contact us at 02018886888 or via the in-app chat. Kind regards, Ochanya",26/02/2026 19:28,,palmpay
Update to 2026 version,update to 2026 version,e03595d6-27f9-4993-842f-8acb448e08e8,Basit National,https://play-lh.googleusercontent.com/a/ACg8ocIdqM5W_g6BdkrQpOJ0IZ53OmroylZyRieef-f8GCo82Qe41w=mo,5,0,6.20.0,26/02/2026 3:12,"Thank you for choosing PalmPay, Basit !
We’re glad to have you on board.
If you have any suggestions or concerns, feel free to contact us at support@palmpay.com or call 02018886888.
Best regards,
Ochanya",26/02/2026 19:32,6.20.0,palmpay
fast transfer and bill payment,fast transfer and bill payment,a036f26c-df51-4362-9815-ac2416de8527,Hauwa Muhammed,https://play-lh.googleusercontent.com/a/ACg8ocLF4HDyIh8t6YGtsfQmKQdvtv-GlHsNTWedDqWmxiq2nUvTHA=mo,5,0,6.20.0,26/02/2026 2:31,,,6.20.0,palmpay
best ever,best ever,0fc40e5c-d34c-4808-8f4c-1397cf6a07da,victor Oguamanam,https://play-lh.googleusercontent.com/a/ACg8ocIDVuY8HDmtuKuf08CnURbuzXI8SphtS_1J2XcMgRTWClw5=mo,5,0,7.2.1,26/02/2026 0:50,,,7.2.1,palmpay
it's good,it's good,377d8b28-2bcb-4dad-8ce2-6b162ae1cfc5,Terna Joseph,https://play-lh.googleusercontent.com/a/ACg8ocKw000jpFXa4e2A3hBah5Dm5H3Y9SrTRY4s5vUPSZXvGfkibQ=mo,5,0,,26/02/2026 0:27,,,,palmpay
first i cancelled the NEM Health insurance policy and still automatically charging me. Secondly i reported transfer dispute coz of wrong account number still now no response from you,first i cancelled the nem health insurance policy and still automatically charging me. secondly i reported transfer dispute coz of wrong account number still now no response from you,3e787004-3d9d-4e8e-92f2-ee2553212322,Yahaya Bello,https://play-lh.googleusercontent.com/a-/ALV-UjXrpEV0OGZJwxdozJYt5ZSyzfC67EVTt54KBCOVK5vPmG3R5eN3,1,0,7.2.1,25/02/2026 23:56,Hi Yahaya . We regret to note your experience. Kindly elaborate on the issue you have experienced to enable us to assist you further. You can send an email to us at support@palmpay.com or contact us at 02018886888. Thank you ~ Ochanya.,25/02/2026 23:38,7.2.1,palmpay
I just like this app,i just like this app,7c295c70-a898-433f-aec4-caa94952cac4,Akeem Latax,https://play-lh.googleusercontent.com/a/ACg8ocJlDNfPRKkO3nyFp9DLKpMZfsRXJvzRLGFez2r2cwQkYFlewQ=mo,5,0,7.1.1,25/02/2026 23:02,,,7.1.1,palmpay
fastest transaction,fastest transaction,98db658c-90da-42ad-bbee-e0dd7d15b055,Akinjobi Micheal,https://play-lh.googleusercontent.com/a-/ALV-UjWycUsM3A9rJhU8B2cEv2Jq952CzDC0kXS2joaYG0SEgeyf8Xfe,5,0,7.2.1,25/02/2026 22:58,,,7.2.1,palmpay
thanks for your,thanks for your,cc18835f-772d-42d0-854b-b6bc0535eb2e,amina adamu Salihi,https://play-lh.googleusercontent.com/a/ACg8ocJIHNyt784MrseYbvljtriUdF94aC98rmHohF8yC_ntu9eFNw=mo,5,0,5.21.0,25/02/2026 22:45,,,5.21.0,palmpay
you guys are the worst,you guys are the worst,47773a84-74ac-4411-ae67-11af40b7f3e9,Testimony Joseph,https://play-lh.googleusercontent.com/a-/ALV-UjUnE2RoxYApOeNBGEWyaIWbC7Crj8-DRBZkZga61xWhEUtouj0,1,0,7.2.1,25/02/2026 22:36,"Hi Testimony! We highly regret the inconvenience. However, we could not understand the exact problem. Please shoot us a message at support@palmpay.com with relevant details or call our support line at 02018886888. We'll be more than happy to assist you. Thanks ~ Opeyemi.
",16/07/2024 8:36,7.2.1,palmpay
they're good,they're good,2029d1ca-ca54-47f5-8a8a-2be9078041df,Abuchi christian Ejike,https://play-lh.googleusercontent.com/a-/ALV-UjXZmCciMPOYGtf8SdCX7z-YJhjOlKHRa_5sevaa6AWJvOHmIciT,5,0,7.2.1,25/02/2026 22:33,,,7.2.1,palmpay
palmpay is very good 👍 👌 ♥️😍❤️💥,palmpay is very good,74583f7c-b5f8-4597-afc5-0b66008a0333,Oladeji Bisola,https://play-lh.googleusercontent.com/a-/ALV-UjUOMy1Recpl7bTv0BbsxkgBCIcfaLDUuuZ8FV7QAHzh9O37-Hk,5,0,7.2.1,25/02/2026 22:05,,,7.2.1,palmpay
why no loan,why no loan,f6177d48-29ce-4427-a775-a17b5d29cfce,Braimah Emmanuel,https://play-lh.googleusercontent.com/a/ACg8ocLWWCpAMS50cRBw3XsE1BS13e2vHF6Jvikt16ch0cGuMPL0zA=mo,1,0,7.2.1,25/02/2026 21:39,"Hello Braimah , we are sorry about the experience. Flexi is a third-party service on the PalmPay app. You can reach out to them via any- Instagram: https://www.instagram.com/flexiofficialng X: u canhttps://x.com/flexi_ng Facebook: https://www.facebook.com/flexiofficialng Helpline: 02018870808 for further assistance. Thank you, Ochanya.",25/02/2026 23:22,7.2.1,palmpay
incredible 😍 palmpay,incredible palmpay,ff8695ff-b23f-4bc0-99c7-4065dfc3cb1a,Emoti Bala,https://play-lh.googleusercontent.com/a-/ALV-UjWwL0ov_lMH0P4C7WHsbp5UA9TvQB86cFLG5EGN0kem7s_y1ms,5,0,7.2.1,25/02/2026 21:11,"Hello Emoti Bala ,
Thank you for your kind review — it truly encourages us!
If you have any questions or suggestions, please don’t hesitate to reach out at support@palmpay.com or call 02018886888.
Warm regards, Ochanya",24/02/2026 14:16,7.2.1,palmpay
penalty for late loan payment is too much. it is unfair,penalty for late loan payment is too much. it is unfair,a63176e8-8676-404a-83de-c861c49d46e2,Wisdom Simon Abu,https://play-lh.googleusercontent.com/a-/ALV-UjXHGw6uqXE8NLgHJPzzh59aDcsVx7X8pVQgunZKwloURwB908o,1,0,7.1.1,25/02/2026 20:57,"Hello Wisdom , we are sorry about the experience. Flexi is a third-party service on the PalmPay app. You can reach out to them via any- Instagram: https://www.instagram.com/flexiofficialng X: u canhttps://x.com/flexi_ng Facebook: https://www.facebook.com/flexiofficialng Helpline: 02018870808 for further assistance. Thank you, Ochanya.",25/02/2026 23:28,7.1.1,palmpay
annoying,annoying,7b34bdf0-c624-4782-9b2e-8f9447f77ee6,Sarah Michael,https://play-lh.googleusercontent.com/a/ACg8ocIOhPCWRgLeIiihoUqoBWebQfga-geSc8gu9N2qHApJ5rJB3w=mo,1,0,7.1.1,25/02/2026 20:42,Hi Sarah. We regret to note your experience. We would like to know what has triggered your review. Please write to us at support@palmpay.com or call 02018886888 to enable us to assist you. Thank you ~ Ochanya,25/02/2026 23:30,7.1.1,palmpay
so good,so good,22121d06-a2a3-4313-a39b-4598b5e75c62,Elijah Samuel,https://play-lh.googleusercontent.com/a/ACg8ocJLQ7XjgnAFOdPbsfbqHBmnL8yH59m9rXYHDxPzwvuYZKvx5g=mo,5,0,6.20.0,25/02/2026 20:23,,,6.20.0,palmpay
why are you deduting money from my account,why are you deduting money from my account,2caece5b-336e-4c63-a52d-d0f25d3cf5dd,Enn ny,https://play-lh.googleusercontent.com/a/ACg8ocLDaKbIv6ZvmO_HB2CtVgHX3knVD1MbNxSwR8bHrYg2GBjKpw=mo,1,0,,25/02/2026 20:21,Hi Enn ny ! We apologize for the inconvenience. Please shoot us a message at support@palmpay.com with relevant details or call our support line at 02018886888 to enable us to assist you further. Thanks ~ Ochanya.,25/02/2026 23:33,,palmpay
"Your ads or advertisement are very offensive,it interrupts everything one is trying to do online that's very important. Please reduce or stop the excess advert or repetition of your advertisement. Thanks","your ads or advertisement are very offensive,it interrupts everything one is trying to do online that's very important. please reduce or stop the excess advert or repetition of your advertisement. thanks",49ca8cfc-d5f4-45a8-b7d1-afe03ca29772,Anne Oyunranti,https://play-lh.googleusercontent.com/a/ACg8ocJhG6jueNZcWc24lr-iT-xFpoXAawkcUibe_DJN7ryhwkRvRzc=mo,1,0,,25/02/2026 19:44,"Hello Anne . We thank you for downloading our app. We would be glad to earn a 5-star rating from you, so please call us at 02018886888 or send us an email at support@palmpay.com with suggestions about what we can do better. Regards, Ochanya.",25/02/2026 17:05,,palmpay
it's a lovable app.. easy to use but am having an issues of opening my palpay app i kept repeating it everytime even i can't make any transaction it delayed my business why giving me tough times unlike before,it's a lovable app.. easy to use but am having an issues of opening my palpay app i kept repeating it everytime even i can't make any transaction it delayed my business why giving me tough times unlike before,54557a40-b60e-441a-b419-039623f3a915,hammed musa,https://play-lh.googleusercontent.com/a-/ALV-UjXGLyeAOYoLCcfXTNYpBDnyOxCz6QeTo3siDpIrEaEfM-DQByE,5,0,7.1.1,25/02/2026 19:30,,,7.1.1,palmpay
